feature_1,feature_2,feature_3,feature_4,isVirus
-0.23346666154369272,0.3087990886633546,2.484015374389831,1.7327211869191332,False
1.5190032799361455,1.238481780465107,3.344450444003382,0.7837444936747278,False
0.4006403668095266,1.916748417477406,3.291096197128671,-0.9185190764701048,False
-1.6164741886510325,0.20970258437227607,1.4615436932072583,-0.2918373627478628,False
1.4805147914344243,5.299829088001341,2.640670321924373,1.8675589604265699,True
1.2399405498273601,5.364270299264633,1.2792806004527393,0.9385851362497682,True
0.003583205954583647,-0.027755969170848216,3.0487303102121843,,True
-0.2868871923899076,0.9057017682044443,1.9241237114774143,,True
-0.898321971432016,-1.1983190887715311,0.694304714087076,0.8020517387405159,True
-1.0840366206719345,0.5090913368012,2.2681600174299117,0.3517801106813583,True
-0.6861018211613559,1.4575462273030775,2.02417581638685,-1.5922106283155977,True
1.4969109935208271,0.36057589849099336,2.508337060720843,1.183119557331707,False
0.8640523004976479,-4.298557398680036,2.2839027044943334,-2.2396040586617367,True
1.5743712374755716,0.5342603507790363,3.4062458256009345,0.19898949440518773,False
-0.860509747109608,1.2366534575015813,1.7868268818212907,-1.631219507653533,True
-1.118525872587231,-0.9980282515802594,1.672111440965209,0.272110643262288,False
,-0.6570505477939996,2.1222054999602378,1.1404884241870903,False
0.1416671648715303,,2.950404104750649,-0.011135627340667108,False
0.003222216443155699,-2.558585632171778,1.6068592137201634,-1.05747364780153,True
-1.2402163364077703,1.934230505087855,,0.9000542427640723,False
0.5127175234723987,1.0852554226405182,1.8074717225252792,0.06859922748066052,True
-0.01932279197126341,-3.038196246213162,1.3917970388792353,1.0607149993421696,True
0.8491152114704448,4.522493264032159,2.628189499244831,-1.2288951969348896,True
0.17233913922918878,-0.8608245422855001,2.9889327392524114,,False
0.9735767951881575,-7.363119269150507,1.204715083571645,1.1751553919198752,True
0.7776072813422404,-0.16654889340873025,0.8474140721090859,0.4080746493461687,True
,0.9664476053895678,0.8632009890037788,1.0805441270254872,True
,2.881944718457728,2.349195333307568,0.04949498165009074,False
-2.0865100288551877,3.7344370997628245,2.68728678590423,-0.590757152909962,True
-0.009657236532908346,1.896407629682982,1.4327213420407277,-1.7971646153956184,False
-0.47728627040322935,1.7953772409944946,1.9332544186234564,0.46637957438197886,True
-1.1838806401933177,2.729046221276322,2.42873264724032,-2.659172237996741,True
-2.201441285500558,-0.04841219650899409,,,False
-1.9536785626194064,-2.107644832090838,2.5958002517265424,0.2957790885068872,True
0.1584338467855317,4.133901630245446,1.0730039611263784,-1.1419014192038466,True
-0.237921729736007,,1.6511701651804358,-1.4240609089825316,False
-0.9108503776386525,3.567789960426716,2.2374780799314036,1.4028447401002433,True
-0.11510746848722672,2.9584215918306387,1.3179163038748696,0.4574156062209908,False
-0.1181707843665918,0.9332396824765827,1.1319299622962211,-0.14268771207346503,True
1.8370806878677441,1.2775369286237155,1.2808609472545096,0.008554926006310748,False
-0.6428512989625678,-0.31306062680864155,1.684014439584759,-0.586346910920234,True
,2.633116250771692,1.5740870618068956,-1.014825907734441,False
0.00377088908626934,2.5617976647747103,2.240391545411847,0.9318483741143037,True
